8	0
9	2.56871E-06
10	1.23205E-05
11	4.45622E-05
12	0.000113432
13	0.000228332
14	0.00053824
15	0.000962553
16	0.00196005
17	0.003170849
18	0.004118219
19	0.005216359
20	0.006384488
21	0.007677918
22	0.009095527
23	0.010614397
24	0.011927196
25	0.013193796
26	0.014230396
27	0.015268096
28	0.016130795
29	0.017014996
30	0.017563295
31	0.018097295
32	0.018478195
33	0.018860795
34	0.019016495
35	0.019118594
36	0.019117795
37	0.019090295
38	0.019029895
39	0.018970095
40	0.018775394
41	0.018563195
42	0.018332195
43	0.018115094
44	0.017802995
45	0.017455295
46	0.017233695
47	0.017007296
48	0.016567596
49	0.016121696
50	0.015761496
51	0.015391495
52	0.015026696
53	0.014654896
54	0.014394896
55	0.014132396
56	0.019075694
57	0.024045293
58	0.028239091
59	0.032421591
60	0.023126694
61	0.013767497
62	0.012439797
63	0.011100997
64	0.010777297
65	0.010420497
66	0.013549697
67	0.016684894
68	0.013630397
69	0.010495197
70	0.008911178
71	0.007328938
72	0.006985308
73	0.006614628
74	0.006498288
75	0.006399688
76	0.006202088
77	0.005975958
78	0.005828738
79	0.005599508
80	0.005443149
81	0.005191629
82	0.005155378
83	0.004972388
84	0.004776299
85	0.004578639
86	0.004471529
87	0.004367169
88	0.004177909
89	0.003986979
90	0.003835269
91	0.003679509
92	0.003514919
93	0.003336539
94	0.003194649
95	0.003053589
96	0.002939929
97	0.002827559
98	0.002689449
99	0.002551269
100	0.002435349
101	0.002315139
102	0.002178409
103	0.002024079
104	0.00190131
105	0.00178077
106	0.001639
107	0.0015002
108	0.00137966
109	0.00125198
110	0.00111979
111	0.000991604
112	0.000895625
113	0.000807772
114	0.000678184
115	0.000538152
116	0.000434028
117	0.000326002
118	0.000219662
119	0.000101817
120	3.46032E-05
121	0
